ticket_id,user_id,created_date,priority,category,first_response_hours,resolution_hours
30128,23458,2025-12-20,Low,Integrations,0.3,23.7
30129,14547,2023-11-02,Low,How To,2.1,39.3
30130,42794,2022-11-22,Medium,Bug,2.7,14.3
30131,48065,2025-07-27,Medium,Performance,14.8,44.8
30132,37456,2023-12-11,Medium,Integrations,5.2,24.2
30133,44339,2024-09-01,Low,How To,1.0,32.5
30134,21589,2025-04-17,High,Bug,2.0,60.5
30135,13261,2022-04-04,Low,How To,2.5,38.5
30136,46832,2023-09-23,Low,Billing,5.3,21.0
30137,8110,2024-06-25,Medium,Bug,1.5,30.9
30138,46923,2022-09-14,Medium,Bug,2.1,18.7
30139,31498,2024-04-02,Medium,How To,5.2,27.6
30140,26686,2023-01-30,High,Performance,3.4,17.5
30141,16682,2023-08-01,Medium,How To,6.1,14.2
30142,26349,2024-10-17,High,Performance,0.6,31.2
30143,11756,2025-08-15,High,Bug,2.7,25.8
30144,32948,2024-04-22,Medium,How To,1.4,18.1
30145,21321,2022-03-29,Medium,Bug,13.2,29.6
30146,29316,2025-11-13,Low,Billing,4.5,42.0
30147,8100,2024-05-07,Medium,Performance,12.1,10.7
30148,28369,2025-04-01,High,How To,5.2,11.6
30149,10737,2024-08-01,Urgent,Performance,8.4,10.1
30150,31494,2024-04-03,High,Bug,0.7,58.4
30151,1144,2024-02-10,Medium,Performance,2.6,36.1
30152,13800,2023-08-13,Low,How To,0.2,31.2
30153,11980,2024-11-18,Medium,Integrations,1.0,19.3
30154,29472,2024-08-02,Low,Bug,9.9,15.1
30155,12218,2023-01-17,Urgent,Performance,13.5,20.6
30156,11242,2024-06-28,Low,Billing,2.4,8.0
30157,5658,2023-03-27,Medium,How To,3.0,19.9
30158,47889,2022-10-29,Low,Integrations,3.2,16.7
30159,16206,2025-05-20,Medium,How To,17.3,18.0
30160,11133,2022-05-01,Medium,Performance,9.2,59.1
30161,33487,2024-10-19,Low,How To,3.0,31.3
30162,30779,2025-12-10,Medium,Bug,4.6,36.0
30163,27248,2023-03-23,Low,Integrations,4.6,8.1
30164,13355,2024-10-05,Medium,Integrations,4.4,7.8
30165,28352,2022-12-31,High,Bug,12.6,35.2
30166,12858,2024-08-07,High,Integrations,4.4,55.6
30167,1039,2022-08-06,Medium,Bug,9.5,22.9
30168,30559,2025-04-01,High,Integrations,7.2,46.6
30169,31825,2024-11-20,Low,Performance,3.1,9.6
30170,19104,2022-11-24,Low,Billing,3.5,25.7
30171,4733,2023-03-19,Low,Bug,2.6,17.3
30172,27874,2023-06-07,Medium,Billing,5.0,14.1
30173,9346,2022-10-08,Medium,How To,2.0,41.2
30174,1312,2022-07-04,Low,Performance,8.2,49.8
30175,18500,2024-11-19,Low,Integrations,13.3,8.3
30176,38954,2024-09-26,Medium,Performance,0.5,33.6
30177,26624,2025-03-06,Medium,How To,4.8,26.9
30178,21446,2025-05-20,Medium,How To,10.3,65.3
30179,4684,2024-12-01,High,Bug,3.6,19.3
30180,17401,2025-04-07,Medium,Bug,6.0,23.1
30181,5975,2023-06-04,Low,Billing,4.3,28.2
30182,47259,2023-09-15,Medium,Integrations,9.3,10.0
30183,46215,2022-07-01,Low,Performance,8.6,21.0
30184,6467,2025-04-05,High,Billing,14.6,26.9
30185,15778,2022-10-28,Urgent,Performance,4.9,26.6
30186,5548,2022-05-06,Medium,How To,7.0,3.5
30187,19486,2025-08-07,High,How To,28.9,30.6
30188,46324,2025-04-07,Urgent,Billing,0.2,36.0
30189,7830,2022-07-05,Medium,Performance,1.2,25.5
30190,26260,2024-03-27,High,Integrations,5.7,6.2
30191,47194,2022-08-21,Medium,How To,3.0,33.2
30192,4496,2022-04-08,Medium,How To,9.5,9.8
30193,15619,2024-09-11,Low,Performance,1.5,8.8
30194,9709,2022-01-16,Low,How To,4.5,53.7
30195,4435,2024-11-11,Medium,Integrations,6.2,19.7
30196,21880,2023-07-10,Medium,Integrations,5.2,11.1
30197,41736,2023-04-05,Medium,Billing,7.5,8.3
30198,24301,2024-12-11,Medium,Performance,1.2,16.6
30199,22309,2025-04-23,Medium,How To,2.6,23.0
30200,29097,2023-11-26,Low,Performance,3.7,41.8
30201,21891,2025-05-15,Low,How To,2.7,18.3
30202,1969,2022-11-14,Medium,Integrations,4.5,43.7
30203,14451,2024-10-18,High,Billing,8.9,28.0
30204,11919,2023-12-30,Low,Bug,8.4,31.1
30205,22217,2022-10-13,Medium,Performance,3.4,8.5
30206,10989,2025-08-28,Low,Billing,1.6,9.3
30207,12323,2023-09-15,Low,Billing,4.5,52.0
30208,31512,2022-10-25,Low,Integrations,7.8,21.5
30209,49042,2023-01-31,Medium,Integrations,7.7,20.0
30210,18976,2024-08-15,High,Billing,14.0,10.2
30211,34434,2024-03-21,High,How To,6.1,23.7
30212,11532,2022-01-28,Medium,Integrations,6.8,31.7
30213,121,2023-04-04,Low,Billing,2.6,22.4
30214,42686,2025-10-08,Medium,Billing,2.8,34.4
30215,21290,2022-07-04,Medium,Performance,4.5,25.9
30216,20924,2022-10-10,Low,Billing,10.1,15.3
30217,1423,2024-11-16,Medium,Billing,1.1,19.9
30218,12734,2023-06-23,Medium,Bug,0.3,9.2
30219,47451,2025-09-11,Medium,Integrations,6.8,44.4
30220,32608,2023-08-19,Medium,Bug,3.2,11.3
30221,39947,2023-09-25,Low,Performance,9.0,31.4
30222,40464,2023-01-04,Low,Integrations,1.7,8.3
30223,6102,2022-09-24,Medium,Billing,2.7,7.0
30224,32635,2024-03-05,Medium,How To,5.5,37.9
30225,40586,2022-06-22,Urgent,Bug,1.9,4.5
30226,47518,2023-07-27,Low,Bug,2.7,18.7
30227,16519,2023-05-24,Medium,Performance,3.8,30.7
30228,30111,2024-05-01,Low,Bug,5.0,14.9
30229,42230,2025-12-07,Low,Billing,12.7,8.3
30230,28228,2024-03-03,Low,Billing,4.4,9.5
30231,32414,2024-05-27,Medium,Billing,7.6,11.1
30232,28392,2024-02-08,Medium,Bug,1.8,6.8
30233,11194,2024-02-15,Medium,How To,3.4,27.4
30234,175,2023-02-15,High,Performance,6.7,50.3
30235,945,2025-08-29,High,Bug,5.6,10.0
30236,22145,2022-01-10,Medium,Integrations,2.3,10.7
30237,45395,2025-03-07,Medium,Integrations,3.1,29.8
30238,25453,2023-09-30,Medium,How To,8.8,33.1
30239,32121,2022-07-04,Low,Bug,4.2,13.6
30240,13752,2025-04-20,High,How To,8.4,16.6
30241,35044,2024-08-10,Low,Billing,1.6,10.7
30242,13715,2024-06-11,Medium,Performance,10.5,21.7
30243,12497,2022-01-24,Low,How To,2.5,50.6
30244,19078,2024-06-29,Medium,How To,6.4,22.1
30245,8818,2023-06-20,Low,Bug,6.0,39.1
30246,16528,2022-10-29,Medium,Performance,8.1,29.7
30247,27413,2022-02-23,Low,Bug,9.6,18.5
30248,7910,2025-05-12,High,How To,1.3,27.5
30249,8133,2024-05-14,Medium,Performance,12.3,7.2
30250,9824,2023-08-24,Medium,Performance,1.7,15.8
30251,16064,2025-06-17,Medium,Performance,4.1,23.0
30252,12263,2023-08-10,Medium,Billing,1.2,18.6
30253,20484,2022-07-12,Low,Bug,4.4,12.8
30254,37437,2023-12-23,High,Performance,0.2,22.5
30255,30845,2024-05-01,Low,Bug,2.6,8.1
30256,27192,2025-03-11,Low,Integrations,11.2,42.5
30257,4250,2024-03-14,Medium,Billing,0.3,10.3
30258,20237,2023-10-13,Medium,Billing,3.1,41.0
30259,11526,2024-04-05,Low,How To,1.7,32.4
30260,42357,2023-10-16,Medium,Performance,6.8,21.9
30261,37131,2025-09-16,Low,How To,3.7,5.6
30262,25104,2025-01-03,Medium,Billing,3.3,14.7
30263,24113,2023-12-09,Medium,Performance,3.8,6.5
30264,11676,2025-08-11,Low,Bug,3.1,13.5
30265,49195,2025-11-20,Low,Integrations,9.6,18.2
30266,8247,2023-06-11,Low,Performance,0.8,47.9
30267,46335,2023-06-06,Low,Billing,7.0,22.5
30268,21011,2022-10-05,High,How To,1.8,11.9
30269,23251,2022-05-03,Low,How To,3.4,18.1
30270,20421,2022-03-25,High,Integrations,6.1,47.3
30271,48674,2022-12-15,High,Performance,7.9,39.8
30272,13358,2024-07-23,Medium,Billing,2.8,11.2
30273,45574,2025-05-05,Low,Performance,1.4,38.5
30274,45254,2023-10-24,Low,Bug,2.0,59.6
30275,31014,2022-03-18,Low,Billing,8.0,30.1
30276,42394,2025-02-17,High,Billing,8.4,26.3
30277,13140,2024-12-03,Medium,How To,0.8,37.5
30278,17117,2022-12-27,Low,How To,3.4,12.8
30279,8642,2024-09-17,Low,Billing,7.7,36.5
30280,26000,2025-02-04,High,Billing,6.7,9.9
30281,44110,2024-07-05,Low,Performance,11.6,49.2
30282,26620,2023-07-15,Low,Bug,1.7,11.9
30283,454,2024-01-05,Medium,Bug,4.1,21.5
30284,8425,2023-07-27,Medium,How To,3.0,9.1
30285,22370,2025-06-08,Medium,How To,3.6,7.6
30286,23586,2024-08-03,Low,Billing,16.3,29.0
30287,23970,2025-10-10,Medium,Bug,0.7,10.3
30288,39578,2024-02-19,High,How To,8.2,5.6
30289,42219,2023-01-09,Medium,Integrations,5.2,24.4
30290,16060,2023-04-01,High,Performance,2.2,5.1
30291,28326,2024-06-19,Medium,Billing,2.3,29.8
30292,37371,2025-11-13,High,Integrations,2.3,22.5
30293,24965,2024-06-06,High,Performance,4.5,20.0
30294,22435,2025-09-28,Low,Performance,2.2,18.7
30295,17860,2022-06-30,Medium,How To,4.6,19.2
30296,1771,2023-04-21,Low,How To,7.1,11.5
30297,42356,2024-04-04,Medium,How To,0.3,32.1
30298,15471,2025-02-08,Medium,Bug,2.9,9.1
30299,32256,2022-07-05,Medium,Performance,15.3,75.9
30300,42442,2024-12-24,Low,How To,0.6,10.9
30301,33254,2025-01-06,Medium,Billing,2.6,17.4
30302,30350,2025-03-03,Medium,Billing,10.4,7.0
30303,15000,2023-08-21,Medium,Billing,19.6,19.7
30304,33273,2022-06-09,Medium,Bug,14.1,31.5
30305,6228,2024-12-12,Urgent,How To,10.2,37.7
30306,40858,2023-11-27,Medium,Integrations,7.5,13.0
30307,4305,2024-11-18,Low,Bug,1.4,3.4
30308,32666,2024-04-18,Low,Bug,5.5,35.2
30309,41752,2024-11-03,Medium,Integrations,6.9,24.4
30310,13446,2022-10-06,Medium,Performance,4.9,29.4
30311,8784,2024-09-12,Medium,Bug,0.8,4.4
30312,48107,2025-01-03,Medium,Bug,0.9,47.3
30313,49781,2023-08-05,High,Performance,5.1,49.4
30314,17764,2023-09-03,High,Integrations,2.9,23.0
30315,6124,2022-05-11,Low,Billing,10.6,2.7
30316,31971,2023-06-30,Medium,Integrations,0.6,16.3
30317,28425,2024-09-27,Medium,How To,9.4,29.5
30318,26991,2022-09-14,High,Bug,1.5,40.3
30319,26590,2023-04-02,Medium,Integrations,8.7,20.1
30320,46667,2024-08-27,High,Integrations,2.8,56.0
30321,31508,2022-11-10,Medium,Billing,2.2,49.9
30322,14161,2023-03-09,Medium,Integrations,5.1,11.1
30323,11348,2025-05-04,Medium,Performance,2.9,9.3
30324,39888,2025-10-13,High,Performance,11.4,20.8
30325,12532,2023-03-03,Medium,Bug,7.3,13.1
30326,14077,2024-03-27,Medium,Performance,4.1,27.6
30327,49105,2024-09-03,Medium,Billing,12.9,31.0
30328,36587,2022-04-20,Medium,How To,15.3,11.5
30329,37806,2023-03-11,Medium,Billing,2.0,36.9
30330,8463,2022-12-04,Low,Performance,1.3,17.6
30331,34009,2025-09-18,Low,Bug,7.4,36.5
30332,29116,2025-11-03,Medium,How To,5.4,4.9
30333,34280,2022-09-09,Low,Bug,0.8,17.2
30334,32518,2025-04-24,Medium,Performance,24.3,33.6
30335,42194,2022-07-12,Medium,Performance,5.9,14.2
30336,41741,2024-12-28,Low,Billing,2.1,21.7
30337,16495,2023-04-03,Low,How To,6.7,4.6
30338,7815,2025-08-12,Low,Bug,3.8,31.0
30339,44344,2024-08-23,Medium,How To,14.9,8.3
30340,1113,2024-05-14,Medium,Integrations,3.9,14.6
30341,13152,2025-08-12,Medium,Performance,4.1,37.4
30342,2378,2025-07-03,Medium,Billing,1.6,5.3
30343,33119,2024-12-11,Low,Billing,14.6,45.3
30344,20264,2023-09-12,Low,How To,2.4,18.8
30345,884,2024-07-23,Low,Integrations,8.0,21.0
30346,31384,2025-06-18,High,Performance,0.9,43.4
30347,43694,2023-12-12,Low,Billing,6.7,9.9
30348,38843,2023-07-14,Medium,Integrations,6.1,17.3
30349,18027,2025-11-28,Medium,Integrations,5.6,18.6
30350,13248,2024-03-01,High,Performance,9.2,9.7
30351,47421,2024-09-03,Medium,Performance,3.4,24.5
30352,35793,2024-05-02,Medium,Performance,4.4,18.2
30353,24188,2024-04-25,High,How To,9.4,21.3
30354,15422,2025-11-22,High,How To,8.1,13.1
30355,44410,2023-02-19,Medium,Performance,2.6,33.9
30356,21057,2023-04-07,Urgent,Performance,8.2,36.2
30357,38442,2025-04-21,Low,Bug,5.7,18.0
30358,13130,2023-04-12,Medium,Bug,5.6,15.8
30359,27869,2024-08-22,Medium,Performance,8.8,9.2
30360,9850,2025-12-17,Medium,How To,2.7,12.4
30361,23610,2023-03-27,High,Performance,0.9,12.4
30362,33524,2022-10-25,Low,Bug,2.3,45.7
30363,32347,2024-08-07,Low,Integrations,6.1,16.8
30364,41201,2024-06-09,Low,How To,3.4,7.8
30365,32961,2024-10-08,Medium,Integrations,2.0,24.2
30366,45047,2025-04-18,Low,Billing,10.7,13.9
30367,40595,2022-01-25,Low,Performance,2.9,30.0
30368,27872,2022-07-30,High,Integrations,4.3,1.7
30369,18955,2025-12-06,High,How To,0.5,23.1
30370,5569,2025-02-12,Medium,Performance,6.4,10.1
30371,25259,2024-12-13,Medium,Bug,6.4,24.8
30372,9791,2023-01-26,Low,Bug,2.1,4.2
30373,38396,2022-05-28,Urgent,Integrations,6.1,21.3
30374,23849,2025-12-07,Medium,Integrations,1.9,7.3
30375,44294,2024-01-20,Low,Bug,10.5,41.5
30376,34052,2025-01-09,Urgent,Bug,1.6,10.0
30377,1346,2024-04-11,Low,Performance,1.7,29.4
30378,48888,2024-08-21,Low,Performance,0.7,20.4
30379,44405,2023-06-27,High,Integrations,10.0,8.9
30380,397,2023-11-02,Low,Integrations,0.8,17.0
30381,6003,2024-11-30,Low,Bug,12.1,24.4
30382,41652,2023-02-04,High,Performance,2.3,8.6
30383,38421,2023-03-17,Low,How To,10.5,11.6
30384,39974,2025-04-11,Medium,Billing,0.7,20.6
30385,30306,2024-02-12,Low,Bug,2.9,11.3
30386,40484,2025-08-02,Medium,Performance,5.6,38.6
30387,10262,2024-05-13,High,Billing,19.5,36.2
30388,26743,2024-12-21,High,Integrations,4.5,15.6
30389,48828,2023-06-15,Medium,Integrations,1.6,31.6
30390,40964,2024-01-11,Medium,How To,5.7,11.7
30391,14647,2022-08-16,Low,Integrations,5.2,21.3
30392,18001,2023-01-19,Medium,Billing,6.4,33.2
30393,36399,2023-07-15,High,How To,11.4,49.5
30394,33570,2022-09-25,High,Integrations,5.7,25.9
30395,22345,2025-01-08,Medium,Billing,9.4,29.7
30396,10089,2023-04-23,Low,Integrations,4.9,18.2
30397,19625,2024-04-17,Low,Bug,3.1,10.0
30398,30304,2022-05-07,Medium,How To,5.5,31.6
30399,9693,2023-01-28,Low,How To,7.6,9.3
30400,24472,2025-08-25,Medium,Billing,6.2,10.6
30401,36206,2023-10-07,Medium,Integrations,1.8,35.5
30402,40199,2023-03-18,Low,Bug,0.9,27.2
30403,29499,2024-01-04,Urgent,Integrations,6.6,10.2
30404,21883,2022-03-16,Medium,How To,4.3,37.1
30405,45187,2024-01-01,Low,Performance,2.7,11.5
30406,23197,2022-09-08,Medium,How To,6.2,14.9
30407,3128,2023-09-10,Medium,Performance,3.0,19.7
30408,15127,2022-06-20,High,How To,4.0,22.3
30409,42605,2022-07-04,Low,How To,8.7,23.4
30410,17592,2024-08-14,Low,Bug,16.0,8.4
30411,29549,2022-10-13,Low,Billing,3.2,4.5
30412,17974,2025-08-05,Medium,Billing,3.3,22.8
30413,27249,2024-09-03,Low,How To,5.1,32.4
30414,48001,2024-10-04,High,Integrations,9.2,30.6
30415,21110,2022-04-05,Low,Bug,1.0,27.7
30416,35385,2022-06-30,Medium,Integrations,6.6,16.9
30417,13053,2023-10-05,Medium,Performance,0.2,15.8
30418,663,2024-11-06,Low,Performance,3.3,40.4
30419,29193,2024-03-01,Medium,Bug,6.4,9.4
30420,34566,2023-05-20,Medium,Bug,7.9,23.7
30421,1944,2024-04-05,Low,Bug,7.3,56.2
30422,2046,2023-01-31,Low,Integrations,10.2,29.3
30423,40353,2025-07-25,Medium,How To,3.1,23.3
30424,1947,2023-07-26,High,Bug,7.5,17.1
30425,42701,2025-01-07,Low,Billing,3.0,7.1
30426,28148,2025-12-21,Low,Integrations,7.4,36.7
30427,36398,2023-12-13,Low,Performance,5.3,16.8
30428,6042,2023-06-06,Low,Billing,0.5,27.6
30429,11870,2023-06-21,Medium,Billing,2.6,2.4
30430,17568,2025-09-04,Low,How To,8.5,14.8
30431,48397,2025-07-26,High,Billing,13.6,28.0
30432,25638,2022-05-04,Low,Performance,0.2,6.7
30433,27422,2025-03-05,Low,Integrations,5.1,6.4
30434,49833,2024-11-19,Low,How To,2.9,10.5
30435,24556,2024-04-17,Medium,Integrations,3.8,15.5
30436,22481,2023-07-07,Medium,Performance,5.4,41.1
30437,6614,2023-09-08,Medium,Bug,4.9,19.5
30438,44699,2022-09-13,High,Integrations,11.5,18.5
30439,8488,2025-01-05,Medium,Performance,0.3,33.6
30440,30728,2025-04-24,Medium,Performance,1.3,15.6
30441,44791,2025-03-10,Low,How To,1.0,8.3
30442,433,2025-03-14,Low,How To,12.5,20.0
30443,9819,2022-01-17,High,Billing,15.6,16.1
30444,45059,2022-04-18,Medium,Integrations,2.8,8.4
30445,27985,2025-04-23,Low,Billing,25.3,28.1
30446,45610,2024-12-17,Medium,Bug,6.0,12.3
30447,26205,2025-04-03,Medium,Billing,18.0,16.1
30448,5975,2022-01-07,Low,Bug,4.8,37.1
30449,9510,2023-05-22,Medium,Bug,4.5,7.1
30450,6028,2025-01-31,Low,Bug,5.9,73.1
30451,3061,2022-10-09,Medium,Billing,5.4,35.1
30452,18523,2024-06-02,Medium,Integrations,9.5,30.2
30453,42075,2022-04-24,Low,Billing,1.7,5.4
30454,48720,2023-05-07,Medium,Bug,5.3,17.2
30455,22745,2023-06-24,Medium,How To,2.3,27.6
30456,13603,2024-05-30,Medium,Bug,0.4,29.6
30457,32028,2022-01-01,Urgent,Billing,8.3,56.5
30458,8440,2022-12-18,Medium,Integrations,5.1,17.9
30459,27836,2023-07-30,Medium,Billing,0.4,26.5
30460,6094,2025-12-26,Low,Integrations,7.5,13.6
30461,12861,2025-01-17,Medium,How To,7.5,10.8
30462,24643,2023-01-10,Low,How To,2.9,41.4
30463,1807,2024-02-03,Low,Billing,7.1,16.3
30464,34958,2025-10-14,High,Integrations,6.8,9.9
30465,3123,2022-04-28,Urgent,Performance,0.5,9.3
30466,2464,2023-01-14,Low,How To,6.5,11.0
30467,13534,2024-08-31,Medium,Performance,1.0,25.9
30468,45796,2024-11-07,High,Billing,3.8,26.8
30469,43529,2024-06-03,Medium,Billing,2.8,21.8
30470,20938,2022-10-25,High,Performance,18.9,27.8
30471,26999,2024-09-08,Medium,How To,1.7,8.8
30472,45045,2022-07-03,Medium,Performance,3.1,63.6
30473,27266,2023-07-05,Medium,Bug,2.1,6.1
30474,24693,2022-05-24,High,Bug,2.8,12.6
30475,6821,2023-12-16,Low,Billing,13.7,27.1
30476,25057,2022-06-22,Medium,Integrations,1.2,34.1
30477,49715,2025-03-27,Medium,Bug,6.3,23.2
30478,28431,2022-11-06,High,Performance,0.9,22.1
30479,7680,2022-12-22,Medium,How To,3.4,20.3
30480,32742,2024-11-14,Low,Performance,1.3,28.3
30481,46188,2022-12-21,Low,Bug,1.4,21.7
30482,14930,2024-10-01,Medium,Bug,2.9,23.6
30483,30232,2022-01-19,High,How To,7.2,14.2
30484,26657,2022-05-16,Low,Bug,2.0,27.1
30485,6543,2022-10-22,Low,How To,10.0,16.9
30486,46659,2023-03-09,Low,Billing,12.9,45.8
30487,41742,2023-10-28,Medium,Billing,2.8,26.9
30488,47802,2025-02-25,Low,Integrations,4.8,12.9
30489,23982,2025-12-23,Medium,How To,5.4,25.9
30490,5364,2023-03-10,Low,How To,6.4,27.7
30491,1769,2024-05-03,High,How To,8.3,31.0
30492,7170,2025-02-15,Low,Billing,6.9,10.5
30493,48054,2022-03-06,Low,Integrations,7.9,33.8
30494,45591,2024-07-16,Medium,How To,2.0,21.0
30495,7229,2022-12-08,Low,Integrations,17.0,29.0
30496,8707,2024-10-30,Low,How To,5.5,11.5
30497,2065,2022-10-23,Medium,How To,0.7,8.7
30498,48216,2025-04-18,Low,Performance,8.4,35.7
30499,43491,2024-04-14,Low,Billing,4.3,8.8
30500,11278,2022-08-26,Medium,How To,12.8,10.3
30501,35728,2025-02-03,Medium,Bug,6.0,20.3
30502,35126,2024-11-10,High,Performance,6.2,12.8
30503,10485,2025-06-01,Medium,Bug,2.9,18.0
30504,38613,2024-11-11,Low,Integrations,4.1,13.4
30505,31892,2022-04-06,Low,How To,0.8,26.6
30506,16519,2022-06-22,Medium,How To,2.4,18.6
30507,44719,2023-07-26,Medium,Integrations,11.7,17.1
30508,11165,2025-03-19,High,Performance,1.5,13.7
30509,4440,2022-01-28,Medium,Billing,4.2,38.5
30510,5373,2024-05-10,Low,Bug,2.5,33.1
30511,19638,2025-12-14,High,Integrations,0.5,29.3
30512,12442,2023-07-22,Low,Performance,6.4,19.5
30513,33981,2025-05-26,High,Bug,9.7,26.8
30514,48344,2025-12-08,Low,Bug,13.1,42.4
30515,41061,2022-01-31,Low,Billing,6.3,9.8
30516,39375,2025-03-12,High,How To,0.6,8.2
30517,12587,2024-07-28,High,Billing,5.5,24.2
30518,28252,2025-11-11,Low,How To,1.4,39.0
30519,41692,2023-02-24,High,How To,6.1,16.9
30520,39991,2025-02-27,Urgent,Bug,5.9,14.2
30521,20147,2025-12-01,Low,Performance,6.5,30.4
30522,31402,2023-05-08,Low,Integrations,3.2,17.2
30523,31109,2025-01-19,Medium,How To,13.6,13.2
30524,43253,2024-12-22,Medium,Bug,1.5,29.2
30525,8141,2023-03-17,Medium,Billing,3.0,12.6
30526,13911,2024-05-01,Medium,Integrations,6.0,27.7
30527,1188,2024-03-10,Low,Bug,1.7,10.3
30528,22877,2023-01-17,Low,Integrations,5.2,39.0
30529,45778,2024-07-16,Low,Billing,4.0,22.4
30530,41769,2025-04-20,Medium,Performance,9.3,33.6
30531,9095,2024-09-30,Medium,Integrations,2.1,44.9
30532,1958,2024-02-05,Low,Performance,0.6,28.4
30533,47425,2023-07-17,Low,How To,5.8,5.7
30534,28593,2024-01-07,Low,Bug,1.1,6.2
30535,9969,2023-06-28,Low,Billing,3.3,3.7
30536,7795,2022-06-07,Medium,Billing,2.6,6.5
30537,8598,2023-02-12,Low,Bug,2.6,6.0
30538,49853,2024-06-11,Low,Billing,3.9,17.7
30539,8621,2022-05-14,Low,Performance,3.7,8.0
30540,39346,2024-08-10,Medium,Bug,8.2,17.5
30541,47168,2022-10-09,Medium,Bug,8.8,9.2
30542,21977,2022-03-29,High,Integrations,7.0,16.9
30543,40258,2024-06-20,Low,Billing,8.2,23.6
30544,3567,2025-07-24,Medium,Integrations,7.6,36.5
30545,11857,2023-06-15,Urgent,Performance,12.1,33.4
30546,29860,2023-12-15,Low,Billing,7.1,34.5
30547,34718,2024-08-24,Medium,Bug,7.1,25.6
30548,16310,2025-04-18,Medium,Performance,2.4,6.6
30549,27617,2025-08-06,Low,Integrations,3.3,16.9
30550,34109,2023-06-21,Medium,Bug,5.4,13.4
30551,31432,2024-12-27,Medium,Integrations,6.4,16.9
30552,5571,2024-05-31,Medium,Integrations,5.0,16.5
30553,38135,2024-10-27,High,Performance,0.9,38.3
30554,31528,2025-01-23,Low,Performance,23.2,29.3
30555,6539,2025-05-31,High,Billing,4.2,38.5
30556,25204,2022-09-28,Medium,Billing,4.8,24.3
30557,22138,2023-05-18,Medium,Bug,6.1,53.8
30558,46881,2023-03-24,Medium,How To,3.4,44.8
30559,5910,2024-06-03,Medium,How To,7.0,14.0
30560,8771,2023-01-11,Low,Integrations,2.4,48.8
30561,32899,2024-05-30,Low,How To,2.3,48.9
30562,37129,2024-12-05,Low,Billing,8.2,43.2
30563,10718,2024-01-15,High,Integrations,6.2,8.7
30564,4033,2023-08-12,Medium,Integrations,5.9,5.9
30565,3262,2022-07-07,High,Integrations,6.1,4.5
30566,30322,2022-11-18,High,Performance,2.9,19.3
30567,25385,2025-11-02,High,How To,5.4,21.4
30568,42972,2025-08-03,Low,Performance,0.3,24.1
30569,29351,2025-09-08,High,Billing,4.4,36.1
30570,37373,2023-04-12,Medium,How To,3.4,2.9
30571,5646,2024-09-06,Medium,Bug,8.4,14.8
30572,33469,2025-08-25,Low,Performance,4.5,27.1
30573,23179,2025-12-07,Low,Integrations,5.5,11.7
30574,7513,2023-08-31,Low,Bug,6.2,20.5
30575,3592,2025-09-23,Low,Billing,5.8,28.4
30576,12102,2024-09-25,Medium,Integrations,1.6,25.3
30577,15470,2022-01-26,Low,Bug,2.1,9.6
30578,32857,2023-07-27,Low,Integrations,3.3,17.0
30579,39532,2022-01-01,Low,Bug,8.6,7.9
30580,34470,2022-01-16,Low,How To,10.8,15.7
30581,43557,2024-06-12,Medium,Billing,0.5,26.3
30582,22468,2023-01-19,Medium,Integrations,7.3,18.9
30583,11956,2024-07-19,Low,How To,5.9,15.5
30584,28836,2022-08-24,Medium,Integrations,2.0,83.2
30585,28565,2025-02-13,High,Performance,3.6,4.1
30586,27878,2023-04-19,Medium,Performance,3.4,21.8
30587,35664,2025-06-11,Low,How To,3.2,30.1
30588,7218,2023-03-26,High,Integrations,9.5,21.5
30589,5062,2023-12-08,High,Integrations,32.3,34.5
30590,2333,2024-11-29,Medium,Billing,9.7,15.0
30591,7767,2025-03-27,Low,Integrations,5.3,12.9
30592,14606,2022-07-17,Medium,How To,15.2,6.1
30593,47534,2025-12-20,Low,How To,4.2,21.9
30594,45265,2023-01-28,Medium,Bug,3.2,12.4
30595,6730,2023-06-12,Low,Bug,2.5,32.6
30596,35991,2025-09-08,Low,Billing,6.1,31.9
30597,10850,2025-11-30,Medium,Billing,4.8,10.5
30598,31499,2023-10-19,Medium,Integrations,2.4,32.8
30599,29173,2024-08-09,Low,Bug,2.2,21.9
30600,40384,2022-02-27,Low,Performance,2.9,35.1
30601,21904,2025-12-09,High,How To,30.9,19.9
30602,31289,2024-05-25,Medium,How To,1.5,34.3
30603,7703,2024-07-05,Medium,Performance,4.1,7.8
30604,40341,2024-09-19,Medium,Performance,5.4,57.4
30605,15247,2023-07-11,Medium,Billing,15.9,3.0
30606,3164,2023-07-18,Medium,How To,9.4,4.4
30607,35224,2022-05-25,High,Billing,5.6,63.2
30608,49555,2024-02-17,Medium,Integrations,5.4,18.7
30609,44147,2023-07-13,Low,Billing,2.1,12.4
30610,5911,2022-05-31,High,Billing,7.0,32.5
30611,12010,2023-06-02,Low,Integrations,4.8,30.2
30612,14273,2022-09-14,Medium,Performance,7.5,19.2
30613,5878,2022-03-22,Medium,Integrations,0.9,44.8
30614,22218,2022-05-06,Low,Performance,0.3,12.4
30615,19893,2022-06-09,Medium,Bug,12.1,67.0
30616,1370,2024-01-21,Low,Performance,5.6,15.1
30617,7127,2022-12-06,Medium,Integrations,8.4,42.7
30618,722,2023-01-24,Urgent,Bug,7.1,12.2
30619,31305,2025-12-25,Urgent,Performance,8.9,3.5
30620,41225,2025-10-03,Low,Billing,0.4,40.8
